0.000000000000000000e+00,1.000000000000000056e-01,2.000000000000000111e-01,3.000000000000000444e-01,4.000000000000000222e-01,5.000000000000000000e-01,6.000000000000000888e-01,7.000000000000000666e-01,8.000000000000000444e-01,9.000000000000000222e-01,1.000000000000000000e+00,1.100000000000000089e+00,1.200000000000000178e+00,1.300000000000000044e+00,1.400000000000000133e+00,1.500000000000000000e+00,1.600000000000000089e+00,1.700000000000000178e+00,1.800000000000000044e+00,1.900000000000000133e+00,2.000000000000000000e+00
0.000000000000000000e+00,2.777586602959811191e-01,4.494229530285333563e-01,4.494229530285333563e-01,2.777586602959811746e-01,5.787083853163325676e-17,-2.777586602959812301e-01,-4.494229530285333563e-01,-4.494229530285334118e-01,-2.777586602959812301e-01,-1.157416770632665135e-16,2.777586602959813411e-01,4.494229530285334673e-01,4.494229530285334118e-01,2.777586602959812301e-01,1.736125155948997456e-16,-2.777586602959809525e-01,-4.494229530285335783e-01,-4.494229530285334673e-01,-2.777586602959812856e-01,-2.314833541265330270e-16
0.000000000000000000e+00,1.284844269726714561e-01,2.078921698668361739e-01,2.078921698668361739e-01,1.284844269726714838e-01,2.676964786351426379e-17,-1.284844269726715116e-01,-2.078921698668361739e-01,-2.078921698668362017e-01,-1.284844269726715116e-01,-5.353929572702852758e-17,1.284844269726715671e-01,2.078921698668362017e-01,2.078921698668362017e-01,1.284844269726715116e-01,8.030894359054278521e-17,-1.284844269726714006e-01,-2.078921698668362572e-01,-2.078921698668362017e-01,-1.284844269726715393e-01,-1.070785914540570552e-16
0.000000000000000000e+00,3.090497292486715786e-01,5.000529661383030788e-01,5.000529661383030788e-01,3.090497292486716896e-01,6.439031265680981020e-17,-3.090497292486717451e-01,-5.000529661383030788e-01,-5.000529661383031899e-01,-3.090497292486717451e-01,-1.287806253136196204e-16,3.090497292486718561e-01,5.000529661383033009e-01,5.000529661383031899e-01,3.090497292486717451e-01,1.931709379704294306e-16,-3.090497292486714120e-01,-5.000529661383034119e-01,-5.000529661383033009e-01,-3.090497292486718006e-01,-2.575612506272392408e-16
0.000000000000000000e+00,4.880596708885288071e-01,7.896971360357271097e-01,7.896971360357271097e-01,4.880596708885288626e-01,1.016869190602183621e-16,-4.880596708885289736e-01,-7.896971360357271097e-01,-7.896971360357272207e-01,-4.880596708885289736e-01,-2.033738381204367242e-16,4.880596708885291402e-01,7.896971360357273317e-01,7.896971360357272207e-01,4.880596708885289736e-01,3.050607571806550369e-16,-4.880596708885285295e-01,-7.896971360357275538e-01,-7.896971360357273317e-01,-4.880596708885290846e-01,-4.067476762408734483e-16
0.000000000000000000e+00,2.786949061055467580e-01,4.509378305702351764e-01,4.509378305702351764e-01,2.786949061055468135e-01,5.806590474491911222e-17,-2.786949061055468690e-01,-4.509378305702351764e-01,-4.509378305702352319e-01,-2.786949061055468690e-01,-1.161318094898382244e-16,2.786949061055469246e-01,4.509378305702352874e-01,4.509378305702352319e-01,2.786949061055468690e-01,1.741977142347573367e-16,-2.786949061055465915e-01,-4.509378305702353984e-01,-4.509378305702352874e-01,-2.786949061055468690e-01,-2.322636189796764489e-16
0.000000000000000000e+00,4.171782500767004520e-01,6.750085879913046982e-01,6.750085879913046982e-01,4.171782500767005075e-01,8.691882054504339384e-17,-4.171782500767006185e-01,-6.750085879913046982e-01,-6.750085879913048093e-01,-4.171782500767006185e-01,-1.738376410900867877e-16,4.171782500767007851e-01,6.750085879913049203e-01,6.750085879913048093e-01,4.171782500767006185e-01,2.607564616351301446e-16,-4.171782500767002300e-01,-6.750085879913050313e-01,-6.750085879913049203e-01,-4.171782500767006741e-01,-3.476752821801735754e-16
0.000000000000000000e+00,4.010270538670699936e-01,6.488754035651541630e-01,6.488754035651541630e-01,4.010270538670700491e-01,8.355372918499633388e-17,-4.010270538670701046e-01,-6.488754035651541630e-01,-6.488754035651541630e-01,-4.010270538670701046e-01,-1.671074583699926678e-16,4.010270538670702711e-01,6.488754035651542740e-01,6.488754035651541630e-01,4.010270538670701046e-01,2.506611875549889770e-16,-4.010270538670697160e-01,-6.488754035651543850e-01,-6.488754035651542740e-01,-4.010270538670702156e-01,-3.342149167399853355e-16
0.000000000000000000e+00,4.551640602748509568e-01,7.364709199821146690e-01,7.364709199821146690e-01,4.551640602748510678e-01,9.483313971020622118e-17,-4.551640602748511233e-01,-7.364709199821146690e-01,-7.364709199821146690e-01,-4.551640602748511233e-01,-1.896662794204124424e-16,4.551640602748512898e-01,7.364709199821147800e-01,7.364709199821146690e-01,4.551640602748511233e-01,2.844994191306186266e-16,-4.551640602748506792e-01,-7.364709199821150021e-01,-7.364709199821147800e-01,-4.551640602748512343e-01,-3.793325588408248847e-16
0.000000000000000000e+00,1.249662412493801195e-01,2.021996257878161396e-01,2.021996257878161396e-01,1.249662412493801333e-01,2.603663612699474812e-17,-1.249662412493801611e-01,-2.021996257878161396e-01,-2.021996257878161674e-01,-1.249662412493801611e-01,-5.207327225398949624e-17,1.249662412493802027e-01,2.021996257878161951e-01,2.021996257878161674e-01,1.249662412493801611e-01,7.810990838098424744e-17,-1.249662412493800362e-01,-2.021996257878162229e-01,-2.021996257878161951e-01,-1.249662412493801888e-01,-1.041465445079789925e-16
